risk,path,issues
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\_vendor\jaraco\functools.py,forbidden_call:eval
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\_vendor\packaging\markers.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\_vendor\packaging\tags.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\_vendor\packaging\_musllinux.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\command\easy_install.py,forbidden_import:subprocess;forbidden_module_call:subprocess.list2cmdline;forbidden_call:compile;forbidden_module_call:subprocess.list2cmdline;forbidden_module_call:subprocess.list2cmdline
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\ccompiler.py,forbidden_call:eval
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\core.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\msvc9compiler.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\py39compat.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\spawn.py,forbidden_import:subprocess;forbidden_module_call:subprocess.list2cmdline;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\util.py,forbidden_import:subprocess;forbidden_module_call:subprocess._optim_args_from_interpreter_flags;forbidden_call:compile
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\_msvccompiler.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\command\bdist_rpm.py,forbidden_import:subprocess;forbidden_attr_call:popen;forbidden_module_call:subprocess.getoutput
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_distutils\command\_framework_compat.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_vendor\jaraco\context.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_vendor\jaraco\functools.py,forbidden_call:eval
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_vendor\packaging\markers.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_vendor\packaging\tags.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\_vendor\packaging\_musllinux.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-VoiceCraft\models\voicecraft.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-VoiceCraft\steps\optim.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Web-Navigator\src\agent\web\__init__.py,forbidden_attr_call:system
high,0xSojalSec-WhatsApp-Key-Database-Extractor\helpers\custom_ci.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-WhatsApp-Key-Database-Extractor\helpers\device_serial_id.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:Popen;forbidden_attr_call:system
high,0xSojalSec-WhatsApp-Key-Database-Extractor\helpers\handler.py,forbidden_import:subprocess;forbidden_importfrom:subprocess;forbidden_module_call:subprocess.getoutput;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-WhisperLiveKit\whisperlivekit\simul_whisper\whisper\timing.py,forbidden_import:subprocess
high,0xSojalSec-whispers\tests\unit\test_cli.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-whispers\tests\unit\rules\test_rules.py,forbidden_call:compile;forbidden_call:compile;forbidden_call:compile;forbidden_call:compile;forbidden_call:compile;forbidden_call:compile
high,0xSojalSec-wifiphisher\wifiphisher\pywifiphisher.py,forbidden_import:subprocess;forbidden_importfrom:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_call:eval
high,0xSojalSec-wifiphisher\wifiphisher\common\accesspoint.py,forbidden_import:subprocess;forbidden_importfrom:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.check_output;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-wifiphisher\wifiphisher\extensions\handshakeverify.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-wifiphisher\wifiphisher\extensions\wpspbc.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-withoutbg\tests\test_cli_e2e.py,forbidden_attr_call:system
high,0xSojalSec-Wordpress-Exploits2\CVE-2019-8942-RCE\2019-8942-RCE.py,forbidden_attr_call:call
high,0xSojalSec-Wordpress-Exploits2\CVE-2021-24762\exploit.py,forbidden_attr_call:system
high,0xSojalSec-Wordpress-Exploits2\Wordpress-Plugin-Spritz-RFI\wp_spritz.py,forbidden_call:compile
high,0xSojalSec-X-AnyLabeling-Server\app\models\sam3\visualization_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-X-AnyLabeling-Server\app\models\sam3\train\data\coco_json_loaders.py,forbidden_call:eval
high,0xSojalSec-XtremeNmapParser\app\utils\update.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-YuE\inference\infer.py,forbidden_call:eval
high,abetlen-llama-cpp-python\llama_cpp\server\errors.py,forbidden_call:compile;forbidden_call:compile
high,ACTalker\eval\evaluation.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,ACTalker\eval\eval_pm.py,forbidden_attr_call:system
high,ACTalker\eval\sync\SyncNetInstance.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,ACTalker\src\dataset\portrait_audio_dataset_arcface_vasa.py,forbidden_attr_call:system
high,action\setup\diagnostics.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\scripts\build_version.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\builtin-envs\mini-terminal\src\bash_session.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,AEnvironment\aenv\builtin-envs\swebench\src\docker_cli.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\builtin-envs\swebench\src\eval\aenv_evaluation.py,forbidden_attr_call:system
high,AEnvironment\aenv\builtin-envs\swebench\src\eval\shell_runner.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,AEnvironment\aenv\builtin-envs\tau2\src\tau2_tools.py,forbidden_call:exec
high,AEnvironment\aenv\builtin-envs\terminalbench\src\tmuxsession.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\examples\mini-program\environment\src\mini_program_tools.py,forbidden_call:exec
high,AEnvironment\aenv\src\cli\tests\test_build_cmd.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\src\cli\utils\mcp\mcp_inspector.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,AEnvironment\aenv\src\cli\utils\mcp\mcp_task_manager.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,agentcloud\agent-backend\src\tools\code_execution_docker_notebook_tool.py,forbidden_import:subprocess
high,agentcloud\agent-backend\src\tools\code_execution_tool.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,agentcloud\agent-backend\src\tools\google_cloud_function.py,forbidden_import:subprocess
high,agentgateway\examples\mcp-authentication\auth_server.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,agentic-patterns\scripts\deploy_git_based.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agentic-patterns\scripts\git_pattern_dates.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agentkit_prompting\examples\crafter\utils.py,forbidden_call:eval
high,agentkit_prompting\examples\prompt_without_coding\generate_graph.py,forbidden_attr_call:system
high,agents_generic\examples\avatar_agents\audio_wave\dispatcher.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,agents_generic\livekit-plugins\livekit-blingfire\setup.py,forbidden_import:subprocess;forbidden_call:exec;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agents_generic\livekit-plugins\livekit-plugins-browser\setup.py,forbidden_import:subprocess;forbidden_call:exec;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agentUniverse\agentuniverse\llm\claude_langchain_instance.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\langchain_instance.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\ollama_langchain_instance.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\openai_style_langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\wenxin_langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\agentuniverse\agent\action\knowledge\doc_processor\dashscope_reranker.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\agent\action\tool\common_tool\run_command_tool.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,agentUniverse\agentuniverse\base\context\mcp_session_manager.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\default\zhipu_openai_style_llm.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\llm_channel\langchain_instance\default_channel_langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\agentuniverse\llm\llm_channel\langchain_instance\ollama_channel_langchain_instance.py,forbidden_attr_call:call
high,agentUniverse\agentuniverse\workflow\node\llm_node.py,forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_agent_templates\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_agent_templates\intelligence\agentic\llm\maya\insurance_maya_llm.py,forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_multi_agents\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_multi_agents\intelligence\agentic\llm\maya\insurance_maya_llm.py,forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent\intelligence\agentic\llm\maya\insurance_maya_llm.py,forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent_and_actions\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent_and_actions\intelligence\agentic\llm\maya\insurance_maya_llm.py,forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent_and_memory\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\examples\startup_app\demo_startup_app_with_single_agent_and_memory\intelligence\agentic\llm\maya\insurance_maya_llm.py,forbidden_attr_call:call
high,agentUniverse\examples\third_party_examples\tools\rar_reader_demo.py,forbidden_import:subprocess;forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agentUniverse\examples\third_party_examples\apps\primary_chinese_teacher_agent\intelligence\agentic\llm\langchian_instance\langchain_instance.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\tests\test_agentuniverse\unit\llm\test_aws_bedrock_llm.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\tests\test_agentuniverse\unit\llm\test_gemini_openai_style_llm.py,forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\tests\test_agentuniverse\unit\llm\test_llm.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,agentUniverse\tests\test_agentuniverse\unit\agent\action\knowledge\reader\file\test_rar_reader.py,forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agno\cookbook\scripts\cookbook_runner.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.CalledProcessError;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,agno\cookbook\agent_concepts\multimodal\video_to_shorts.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,agno\libs\agno\agno\embedder\sentence_transformer.py,forbidden_attr_call:system
high,agno\libs\agno\agno\tools\apify.py,forbidden_attr_call:call
high,agno\libs\agno\agno\tools\python.py,forbidden_import:subprocess;forbidden_import:subprocess;forbidden_call:exec;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_call
high,agno\libs\agno\agno\tools\shell.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,agno\libs\agno\agno\utils\shell.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,agno\libs\agno\agno\memory\db\sqlite.py,forbidden_call:eval
high,agno\libs\agno\agno\memory\v2\db\sqlite.py,forbidden_call:eval
high,agno\libs\agno\tests\unit\tools\test_google_maps.py,forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval
high,agno\libs\infra\agno_docker\agno\docker\resource\image.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,ai-eng\feathr_project\setup.py,forbidden_call:exec
high,ai-eng\feathr_project\feathrcli\cli.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,ai-eng\registry\sql-registry\registry\database.py,forbidden_attr_call:system
high,AI-Red-Teaming-Playground-Labs\docker\challenge-home\entrypoint.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,AI-Red-Teaming-Playground-Labs\docker\chat-score\entrypoint.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,AI-Red-Teaming-Playground-Labs\docker\picture-submission\entrypoint.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,AI-Red-Teaming-Playground-Labs\src\chat-copilot\plugins\rce-plugin\app.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,airllm\air_llm\setup.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,Android-Exploits\dos\43189.py,forbidden_import:subprocess
high,Android-Exploits\remote\43353.py,forbidden_import:subprocess
high,APT-Attack-Simulation\Russian APT\APT28-Adversary-Simulation\OneDrivec2.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,APT-Attack-Simulation\Russian APT\APT29-Adversary-Simulation\Dropboxc2.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,APT-Attack-Simulation\Russian APT\APT29-Adversary-Simulation\testing payload.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,APT-Attack-Simulation\Russian APT\Ember-Bear-APT\Discord-C2.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,APT-Attack-Simulation\Russian APT\Gossamer-Bear-APT\GoogleDrive-C2.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,APT-Attack-Simulation\Russian APT\Voodoo-Bear-APT\testing payload.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,APT-Hunter\lib\EvtxDetection.py,forbidden_attr_call:system
high,Asterisk-AI-Voice-Agent\local_ai_server\main.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,Asterisk-AI-Voice-Agent\scripts\capture_test_logs.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,Asterisk-AI-Voice-Agent\scripts\validate_externalmedia_config.py,forbidden_call:compile
high,Asterisk-AI-Voice-Agent\docs\local-ai-server\examples\lightweight_tts.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,awesome-agentic-patterns\scripts\deploy_git_based.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,awesome-agentic-patterns\scripts\git_pattern_dates.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\hooks\notification.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\hooks\session_start.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\hooks\stop.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\hooks\subagent_stop.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\hooks\user_prompt_submit.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\status_lines\status_line.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\status_lines\status_line_v2.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\status_lines\status_line_v3.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\.claude\status_lines\status_line_v4.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,big-3-super-agent\apps\realtime-poc\big_three_realtime_agents.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\cli_runner.py,forbidden_attr_call:system;forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,code_puppy\code_puppy\terminal_utils.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,code_puppy\code_puppy\uvx_detection.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,code_puppy\tests\conftest.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,code_puppy\tests\test_terminal_utils.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,code_puppy\tests\test_terminal_utils_comprehensive.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.CalledProcessError
high,code_puppy\tests\test_windows_cancel_fix.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,code_puppy\tests\test_windows_pipe.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,code_puppy\code_puppy\command_line\clipboard.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\command_line\core_commands.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,code_puppy\code_puppy\command_line\prompt_toolkit_completion.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\mcp_\system_tools.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\tools\command_runner.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,code_puppy\code_puppy\tools\file_operations.py,forbidden_import:subprocess;forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\tools\universal_constructor.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,code_puppy\code_puppy\messaging\spinner\console_spinner.py,forbidden_attr_call:system
high,code_puppy\code_puppy\plugins\chatgpt_oauth\utils.py,forbidden_attr_call:system
high,code_puppy\code_puppy\tools\browser\terminal_tools.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,code_puppy\tests\agents\test_agent_manager_sessions.py,forbidden_attr_call:system
high,code_puppy\tests\mcp\test_circuit_breaker_comprehensive.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,code_puppy\tests\mcp\test_system_tools.py,forbidden_import:subprocess;forbidden_module_call:subprocess.TimeoutExpired;forbidden_module_call:subprocess.TimeoutExpired
high,code_puppy\tests\tools\test_command_runner_comprehensive.py,forbidden_import:subprocess
high,code_puppy\tests\tools\test_command_runner_coverage.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,code_puppy\tests\tools\test_file_operations_coverage.py,forbidden_import:subprocess;forbidden_module_call:subprocess.TimeoutExpired
high,code_puppy\tests\tools\test_file_operations_extended.py,forbidden_import:subprocess;forbidden_module_call:subprocess.TimeoutExpired
high,coqui-ai-TTS\recipes\ljspeech\fastspeech2\train_fastspeech2.py,forbidden_attr_call:system
high,coqui-ai-TTS\recipes\ljspeech\fast_pitch\train_fast_pitch.py,forbidden_attr_call:system
high,coqui-ai-TTS\recipes\ljspeech\fast_speech\train_fast_speech.py,forbidden_attr_call:system
high,coqui-ai-TTS\recipes\vctk\resnet_speaker_encoder\train_encoder.py,forbidden_attr_call:system
